地名,センター,燃やせるごみ,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
厚別区 厚別町山本○番地,札幌センター1,月 木,20170922 20171020 20171117 20180511 20180608 20180706 20180803 20180831 20180928,20170908 20171006 20171103 20171201 20171229 20180202 20180302 20180330 20180427 20180525 20180622 20180720 20180817 20180914,火,20170901 20170915 20170929 20171013 20171027 20171110 20171124 20171208 20171222 20180112 20180126 20180209 20180223 20180309 20180323 20180406 20180420 20180504 20180518 20180601 20180615 20180629 20180713 20180727 20180810 20180824 20180907 20180921,水
厚別区 厚別町小野幌○番地（JR函館本線の北側）,札幌センター1,月 木,20170922 20171020 20171117 20180511 20180608 20180706 20180803 20180831 20180928,20170908 20171006 20171103 20171201 20171229 20180202 20180302 20180330 20180427 20180525 20180622 20180720 20180817 20180914,火,20170901 20170915 20170929 20171013 20171027 20171110 20171124 20171208 20171222 20180112 20180126 20180209 20180223 20180309 20180323 20180406 20180420 20180504 20180518 20180601 20180615 20180629 20180713 20180727 20180810 20180824 20180907 20180921,水
厚別区 厚別中央1条1丁目～4丁目、7丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,火,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,金
厚別区 厚別中央2条～5条の○丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,火,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,金
厚別区 青葉町11丁目・12丁目、14丁目～16丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,火,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,金
厚別区 厚別南○丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
厚別区 上野幌○条○丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
厚別区 厚別町上野幌○番地,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
厚別区 大谷地西○丁目、東○丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
厚別区 青葉町1丁目～10丁目、13丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
厚別区 厚別中央1条5丁目・6丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
厚別区 厚別東○条○丁目,札幌センター1,月 木,20170919 20171017 20171114 20180508 20180605 20180703 20180731 20180828 20180925,20170905 20171003 20171031 20171128 20171226 20180130 20180227 20180327 20180424 20180522 20180619 20180717 20180814 20180911,水,20170912 20170926 20171010 20171024 20171107 20171121 20171205 20171219 20180109 20180123 20180206 20180220 20180306 20180320 20180403 20180417 20180501 20180515 20180529 20180612 20180626 20180710 20180724 20180807 20180821 20180904 20180918,金
厚別区 厚別町下野幌○番地,札幌センター1,月 木,20170919 20171017 20171114 20180508 20180605 20180703 20180731 20180828 20180925,20170905 20171003 20171031 20171128 20171226 20180130 20180227 20180327 20180424 20180522 20180619 20180717 20180814 20180911,水,20170912 20170926 20171010 20171024 20171107 20171121 20171205 20171219 20180109 20180123 20180206 20180220 20180306 20180320 20180403 20180417 20180501 20180515 20180529 20180612 20180626 20180710 20180724 20180807 20180821 20180904 20180918,金
厚別区 もみじ台東・西・南・北の○丁目,札幌センター1,月 木,20170919 20171017 20171114 20180508 20180605 20180703 20180731 20180828 20180925,20170905 20171003 20171031 20171128 20171226 20180130 20180227 20180327 20180424 20180522 20180619 20180717 20180814 20180911,水,20170912 20170926 20171010 20171024 20171107 20171121 20171205 20171219 20180109 20180123 20180206 20180220 20180306 20180320 20180403 20180417 20180501 20180515 20180529 20180612 20180626 20180710 20180724 20180807 20180821 20180904 20180918,金
厚別区 厚別町小野幌○番地（JR函館本線の南側）,札幌センター1,月 木,20170919 20171017 20171114 20180508 20180605 20180703 20180731 20180828 20180925,20170905 20171003 20171031 20171128 20171226 20180130 20180227 20180327 20180424 20180522 20180619 20180717 20180814 20180911,水,20170912 20170926 20171010 20171024 20171107 20171121 20171205 20171219 20180109 20180123 20180206 20180220 20180306 20180320 20180403 20180417 20180501 20180515 20180529 20180612 20180626 20180710 20180724 20180807 20180821 20180904 20180918,金
厚別区 下野幌テクノパーク○丁目,札幌センター1,月 木,20170919 20171017 20171114 20180508 20180605 20180703 20180731 20180828 20180925,20170905 20171003 20171031 20171128 20171226 20180130 20180227 20180327 20180424 20180522 20180619 20180717 20180814 20180911,水,20170912 20170926 20171010 20171024 20171107 20171121 20171205 20171219 20180109 20180123 20180206 20180220 20180306 20180320 20180403 20180417 20180501 20180515 20180529 20180612 20180626 20180710 20180724 20180807 20180821 20180904 20180918,金
白石区 中央○条○丁目,札幌センター1,火 金,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,月,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,木
白石区 本通1丁目～14丁目（南北）,札幌センター1,火 金,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,月,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,木
白石区 平和通1丁目～14丁目（南北）,札幌センター1,火 金,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,月,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,木
白石区 本郷通1丁目～13丁目（南北）,札幌センター1,火 金,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,月,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,木
白石区 南郷通1丁目～14丁目（南北）,札幌センター1,火 金,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,月,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,木
白石区 栄通1丁目～14丁目,札幌センター1,火 金,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,月,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,木
白石区 北郷○条○丁目、○番地,札幌センター1,火 金,20170918 20171016 20171113 20180507 20180604 20180702 20180730 20180827 20180924,20170904 20171002 20171030 20171127 20171225 20180129 20180226 20180326 20180423 20180521 20180618 20180716 20180813 20180910,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
白石区 川北○条○丁目、○番地,札幌センター1,火 金,20170918 20171016 20171113 20180507 20180604 20180702 20180730 20180827 20180924,20170904 20171002 20171030 20171127 20171225 20180129 20180226 20180326 20180423 20180521 20180618 20180716 20180813 20180910,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
白石区 川下○条○丁目、○番地,札幌センター1,火 金,20170918 20171016 20171113 20180507 20180604 20180702 20180730 20180827 20180924,20170904 20171002 20171030 20171127 20171225 20180129 20180226 20180326 20180423 20180521 20180618 20180716 20180813 20180910,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
白石区 菊水元町○条○丁目,札幌センター1,火 金,20170918 20171016 20171113 20180507 20180604 20180702 20180730 20180827 20180924,20170904 20171002 20171030 20171127 20171225 20180129 20180226 20180326 20180423 20180521 20180618 20180716 20180813 20180910,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
白石区 東米里○番地,札幌センター1,火 金,20170918 20171016 20171113 20180507 20180604 20180702 20180730 20180827 20180924,20170904 20171002 20171030 20171127 20171225 20180129 20180226 20180326 20180423 20180521 20180618 20180716 20180813 20180910,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
白石区 米里○条○丁目,札幌センター1,火 金,20170918 20171016 20171113 20180507 20180604 20180702 20180730 20180827 20180924,20170904 20171002 20171030 20171127 20171225 20180129 20180226 20180326 20180423 20180521 20180618 20180716 20180813 20180910,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
白石区 東札幌○条○丁目,札幌センター1,火 金,20170921 20171019 20171116 20180510 20180607 20180705 20180802 20180830 20180927,20170907 20171005 20171102 20171130 20171228 20180201 20180301 20180329 20180426 20180524 20180621 20180719 20180816 20180913,水,20170914 20170928 20171012 20171026 20171109 20171123 20171207 20171221 20180111 20180125 20180208 20180222 20180308 20180322 20180405 20180419 20180503 20180517 20180531 20180614 20180628 20180712 20180726 20180809 20180823 20180906 20180920,月
白石区 菊水○条○丁目,札幌センター1,火 金,20170921 20171019 20171116 20180510 20180607 20180705 20180802 20180830 20180927,20170907 20171005 20171102 20171130 20171228 20180201 20180301 20180329 20180426 20180524 20180621 20180719 20180816 20180913,水,20170914 20170928 20171012 20171026 20171109 20171123 20171207 20171221 20180111 20180125 20180208 20180222 20180308 20180322 20180405 20180419 20180503 20180517 20180531 20180614 20180628 20180712 20180726 20180809 20180823 20180906 20180920,月
白石区 菊水上町○条○丁目,札幌センター1,火 金,20170921 20171019 20171116 20180510 20180607 20180705 20180802 20180830 20180927,20170907 20171005 20171102 20171130 20171228 20180201 20180301 20180329 20180426 20180524 20180621 20180719 20180816 20180913,水,20170914 20170928 20171012 20171026 20171109 20171123 20171207 20171221 20180111 20180125 20180208 20180222 20180308 20180322 20180405 20180419 20180503 20180517 20180531 20180614 20180628 20180712 20180726 20180809 20180823 20180906 20180920,月
白石区 本通15丁目～21丁目（南北）,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
白石区 平和通15丁目～17丁目（南北）,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
白石区 南郷通15丁目～21丁目（南北）,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
白石区 栄通15丁目～21丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
白石区 流通センター1丁目～7丁目,札幌センター1,月 木,20170920 20171018 20171115 20180509 20180606 20180704 20180801 20180829 20180926,20170906 20171004 20171101 20171129 20171227 20180131 20180228 20180328 20180425 20180523 20180620 20180718 20180815 20180912,金,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,火
手稲区 西宮の沢○条○丁目,札幌センター1,火 金,20170907 20171005 20171102 20171130 20180524 20180621 20180719 20180816 20180913,20170921 20171019 20171116 20171214 20180118 20180215 20180315 20180412 20180510 20180607 20180705 20180802 20180830 20180927,水,20170914 20170928 20171012 20171026 20171109 20171123 20171207 20171221 20180111 20180125 20180208 20180222 20180308 20180322 20180405 20180419 20180503 20180517 20180531 20180614 20180628 20180712 20180726 20180809 20180823 20180906 20180920,月
手稲区 富丘○条○丁目,札幌センター1,火 金,20170907 20171005 20171102 20171130 20180524 20180621 20180719 20180816 20180913,20170921 20171019 20171116 20171214 20180118 20180215 20180315 20180412 20180510 20180607 20180705 20180802 20180830 20180927,水,20170914 20170928 20171012 20171026 20171109 20171123 20171207 20171221 20180111 20180125 20180208 20180222 20180308 20180322 20180405 20180419 20180503 20180517 20180531 20180614 20180628 20180712 20180726 20180809 20180823 20180906 20180920,月
手稲区 手稲本町○条○丁目,札幌センター1,火 金,20170907 20171005 20171102 20171130 20180524 20180621 20180719 20180816 20180913,20170921 20171019 20171116 20171214 20180118 20180215 20180315 20180412 20180510 20180607 20180705 20180802 20180830 20180927,水,20170914 20170928 20171012 20171026 20171109 20171123 20171207 20171221 20180111 20180125 20180208 20180222 20180308 20180322 20180405 20180419 20180503 20180517 20180531 20180614 20180628 20180712 20180726 20180809 20180823 20180906 20180920,月
手稲区 手稲本町○番地,札幌センター1,火 金,20170907 20171005 20171102 20171130 20180524 20180621 20180719 20180816 20180913,20170921 20171019 20171116 20171214 20180118 20180215 20180315 20180412 20180510 20180607 20180705 20180802 20180830 20180927,水,20170914 20170928 20171012 20171026 20171109 20171123 20171207 20171221 20180111 20180125 20180208 20180222 20180308 20180322 20180405 20180419 20180503 20180517 20180531 20180614 20180628 20180712 20180726 20180809 20180823 20180906 20180920,月
手稲区 前田○条○丁目,札幌センター1,火 金,20170904 20171002 20171030 20171127 20180521 20180618 20180716 20180813 20180910,20170918 20171016 20171113 20171211 20180115 20180212 20180312 20180409 20180507 20180604 20180702 20180730 20180827 20180924,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
手稲区 曙○条○丁目（曙12条2丁目・曙7条3丁目（明日風側）を除く）,札幌センター1,火 金,20170904 20171002 20171030 20171127 20180521 20180618 20180716 20180813 20180910,20170918 20171016 20171113 20171211 20180115 20180212 20180312 20180409 20180507 20180604 20180702 20180730 20180827 20180924,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
手稲区 新発寒○条○丁目,札幌センター1,火 金,20170904 20171002 20171030 20171127 20180521 20180618 20180716 20180813 20180910,20170918 20171016 20171113 20171211 20180115 20180212 20180312 20180409 20180507 20180604 20180702 20180730 20180827 20180924,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
手稲区 手稲前田○番地,札幌センター1,火 金,20170904 20171002 20171030 20171127 20180521 20180618 20180716 20180813 20180910,20170918 20171016 20171113 20171211 20180115 20180212 20180312 20180409 20180507 20180604 20180702 20180730 20180827 20180924,木,20170911 20170925 20171009 20171023 20171106 20171120 20171204 20171218 20180108 20180122 20180205 20180219 20180305 20180319 20180402 20180416 20180430 20180514 20180528 20180611 20180625 20180709 20180723 20180806 20180820 20180903 20180917,水
手稲区 稲穂○条○丁目,札幌センター1,火 金,20170906 20171004 20171101 20171129 20180523 20180620 20180718 20180815 20180912,20170920 20171018 20171115 20171213 20180117 20180214 20180314 20180411 20180509 20180606 20180704 20180801 20180829 20180926,木,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,月
手稲区 金山○条○丁目,札幌センター1,火 金,20170906 20171004 20171101 20171129 20180523 20180620 20180718 20180815 20180912,20170920 20171018 20171115 20171213 20180117 20180214 20180314 20180411 20180509 20180606 20180704 20180801 20180829 20180926,木,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,月
手稲区 手稲金山○番地,札幌センター1,火 金,20170906 20171004 20171101 20171129 20180523 20180620 20180718 20180815 20180912,20170920 20171018 20171115 20171213 20180117 20180214 20180314 20180411 20180509 20180606 20180704 20180801 20180829 20180926,木,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,月
手稲区 星置○条○丁目,札幌センター1,火 金,20170906 20171004 20171101 20171129 20180523 20180620 20180718 20180815 20180912,20170920 20171018 20171115 20171213 20180117 20180214 20180314 20180411 20180509 20180606 20180704 20180801 20180829 20180926,木,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,月
手稲区 星置南○丁目,札幌センター1,火 金,20170906 20171004 20171101 20171129 20180523 20180620 20180718 20180815 20180912,20170920 20171018 20171115 20171213 20180117 20180214 20180314 20180411 20180509 20180606 20180704 20180801 20180829 20180926,木,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,月
手稲区 手稲山口○番地,札幌センター1,火 金,20170906 20171004 20171101 20171129 20180523 20180620 20180718 20180815 20180912,20170920 20171018 20171115 20171213 20180117 20180214 20180314 20180411 20180509 20180606 20180704 20180801 20180829 20180926,木,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,月
手稲区 明日風○丁目,札幌センター1,火 金,20170906 20171004 20171101 20171129 20180523 20180620 20180718 20180815 20180912,20170920 20171018 20171115 20171213 20180117 20180214 20180314 20180411 20180509 20180606 20180704 20180801 20180829 20180926,木,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,月
手稲区 曙12条2丁目・曙7条3丁目（明日風側）,札幌センター1,火 金,20170906 20171004 20171101 20171129 20180523 20180620 20180718 20180815 20180912,20170920 20171018 20171115 20171213 20180117 20180214 20180314 20180411 20180509 20180606 20180704 20180801 20180829 20180926,木,20170913 20170927 20171011 20171025 20171108 20171122 20171206 20171220 20180110 20180124 20180207 20180221 20180307 20180321 20180404 20180418 20180502 20180516 20180530 20180613 20180627 20180711 20180725 20180808 20180822 20180905 20180919,月
清田区 北野○条○丁目,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,火,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,金
清田区 清田○条○丁目、○番地,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,火,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,金
清田区 真栄○条○丁目、○番地,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,火,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,金
清田区 有明○番地,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,火,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,金
清田区 美しが丘1条～3条の1丁目・2丁目,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,火,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,金
清田区 美しが丘3条3丁目1番・2番,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,火,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,金
清田区 平岡○条○丁目,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,水,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,火
